QSM_l_Pu_mean_residual,QSM_r_Pu_mean_residual,QSM_l_Cd_mean_residual,QSM_r_Cd_mean_residual,QSM_l_GP_mean_residual,QSM_r_GP_mean_residual
-2.453401014093334,-0.6742734067437013,-1.859326729223806,-1.5407760494776426,-9.955190370938581,-12.624236950563471
-0.24733259717119438,4.564440203379576,5.25192622131987,1.333327901979029,-7.9892533977298115,-2.887657312298117
-6.125806807263816,-1.79052278752693,-4.772664679357899,-4.768715341313587,2.9386271485283117,4.398929333993934
3.5534397915772633,3.573254762921575,-5.817697603539813,-4.517483892595177,3.2584665488040514,1.6120292007825157
-3.479847450771487,-0.31490400165042587,7.003057597031038,1.0922678547426692,8.919298911140714,4.607138849483221
-3.2500354549818447,-5.793391330920947,0.10736335030521715,4.65533961325913,-7.389135653839716,-14.54306175760405
9.060620116987153,7.103548927539968,14.665008693114078,15.291503232329362,0.6869479695535006,-1.3311280958329803
2.7628295780246113,3.2061959501430657,5.503289067263573,10.82529078795885,3.2539532615707856,8.52676609399606
1.0434747468805519,0.001766488165337421,4.1522915425490154,0.904371823815783,-2.9788029061083847,-4.449463737588047
-2.4932921151506093,-6.321078342892815,-8.140019362129973,-11.370672310368558,-11.348330769960612,-19.48445718862456
-2.086639764691082,-0.7305473889517948,-2.698791065244354,-3.928294874971492,-3.6034736329276598,-9.080536096514365
-1.3373781252003063,-1.1151506334962527,-4.357961990405624,-6.774640617368014,18.877954011696005,11.039570590299093
2.3639137135011925,0.27653912100519307,-2.8698508003656755,1.7445714347330643,12.003765781508562,-2.114980327483849
2.0683294546749877,1.4502370027235347,1.7573069259585345,-3.362534042970072,-24.261121014905314,-24.57744911195023
3.244903912216664,2.043957779434276,6.399340076270704,4.3083303484222775,3.9142520809018038,1.359738994773366
-0.5483093870253697,-8.286639453711466,-3.125658328273694,-1.5385298768922517,-13.916752394187526,-15.580528218797468
-5.336208078077162,-5.141637530728646,-5.292555584128383,-6.73449668673673,11.77503539682408,9.034386307587823
3.490246933341986,4.984907265052367,12.213182673568099,13.996598815866996,1.986177769786167,3.2504818121703494
4.19376965019854,4.2380180216404355,-2.680196952766991,2.7810685907378563,24.355395247274743,22.384030340877672
-0.8727704515587682,1.0534876812390408,-12.242102861116772,-10.573082183801555,19.321763459714475,8.05326510380425
-4.61554196691479,2.0795484669906017,-1.8946312597309785,-4.437074222678067,22.668137925687006,27.14984448636183
0.977012698581408,-2.9164374290092123,-5.830524984847283,1.7608651188348823,-0.10522767202209593,-1.6359332561609676
2.2733129393999114,4.564984093212839,0.8375469140716696,-1.6991604291302664,-10.94556483734658,-10.47754615982376
-1.0458689918558726,4.591996390609207,-2.516856923756915,-0.7987254720147909,9.534371178591613,7.599825118130951
2.4024688367935063,3.344181907442671,-3.8376145107847996,0.6374604456019775,17.52325351315514,19.58102855885366
4.107785020888446,-4.932275485828937,0.12528345619065107,-0.12287940225480298,3.937490367456107,1.3395261903180113
-6.577283134592715,0.8269582146455825,4.508665158625977,-5.873195239550768,-2.697582887862879,1.9662184833465517
-1.7736480842225255,-0.9590429964704192,-2.04402748497019,-4.244880226050579,29.462381848505913,22.737374561154724
5.428075777512991,7.449993166485779,-0.7922100012121867,-5.044274591675595,-11.498559452335343,-13.488282952011744
1.6823078666900955,-2.0516485843200662,2.313827813286828,1.8431299811320905,-6.190911081564266,-12.824220062442947
-10.372223215835794,-4.804850644435426,-13.915939625343269,-10.767623351286037,-16.839898451917975,-16.332731928889174
0.8502966027092249,-2.845802410540216,-6.320182567082188,-2.647242778131673,21.222472878565725,26.09070201108557
-1.7894857766765,1.274417005233012,-9.433503418561138,-1.440941910113839,-19.155226757997866,-14.165853364546791
